university_id,nama,npsn,nama singkat,kode_pos,telepon,fax,email,alamat,kota,provinsi,akreditasi,Status ,rank_qs,rank_country
127,Universitas Islam Indonesia,51001,UII,55584,274898444,,rektorat@uii.ac.id,"Jalan Kaliurang Km 14,5 Sleman",Sleman,Daerah Istimewa Yogyakarta,Unggul,swasta,1202.0,15.0
128,Universitas Kristen Indonesia Toraja,91020,UKI TORAJA,91811,"4,232,246,822,887",,ukitoraja@yahoo.com,Jalan Nusantara No 12,Tana Toraja,Sulawesi Selatan,Baik,swasta,,
129,Universitas Islam Negeri Alauddin Makassar,201006,UINAM,92118,411864924,,kontak@uin-alauddin.ac.id,Kampus II UIN alauddin Makassar Jl. H. M. Yasin Limpo No. 36 Kel. Romang Polong Kec. Somba Opu Kab. Gowa,Gowa,Sulawesi Selatan,Unggul,swasta,,
130,Universitas Lintas Internasional Indonesia,41058,IULI,15317,+62 852 12318000,,info@iuli.ac.id,"Jl. Masjid No. 75, Ciater, Serpong",Tangerang Selatan,Banten,Baik,swasta,,
131,Universitas Almuslim,131006,umuslim,24261,64441126,,almuslim.universitas@yahoo.co.id,"Jl Tengku Abdurrahman No 37 Matangglumpangdua 
Bireuen Provinsi Aceh",Bireuen,Aceh,Baik Sekali,swasta,,
132,Universitas Malikussaleh,1046,UNIMAL,24351,64541373,,info@unimal.ac.id,"Cot Tengku Nie Reuleut
Muara Batu, Aceh Utara",Aceh Utara,Aceh,Baik Sekali,negeri,,
133,Universitas Garut,41024,UNIGA,44151,(0262)544217,,rektorat@uniga.ac.id,Jalan Raya Samarang No. 52.A Tarogong Kidul,Garut,Jawa Barat,Baik Sekali,swasta,,
134,Universitas Pepabri Makassar,91008,Unpepabri,90221,411.8122396,,Info@unpepabri.ac.id,Jl. Talasalapang No.51A,Makassar,Sulawesi Selatan,Baik,swasta,,
135,Universitas Bangka Belitung,1049,UBB,33126,0717 422145,,info@ubb.ac.id,Jalan Merdeka No. 4,Bangka,Kepulauan Bangka Belitung,Baik Sekali,negeri,,
136,Institut Kariman Wirayudha Sumenep Madura,212096,Inkadha Sumenep,69472,81000000000,,inkadha@yahoo.com,"Jl. Raya Gapura Km. 5 RT. 09 RW. 04 Beraji Kecamatan Gapura Kabupaten Sumenep, Provinsi Jawa Timur",Sumenep,Jawa Timur,Baik,swasta,,
137,Universitas Kristen Tentena,161017,UNKRIT,94663,0458 21475,,sekretariat@unkrit.ac.id,Jalan Torulemba No 21,Poso,Sulawesi Tengah,Baik,swasta,,
138,Universitas Negeri Padang,1032,UNP,25131,7517051260,,info@unp.ac.id,"Jalan Prof Dr Hamka Kampus Air Tawar
Padang
Sumatera Barat",Padang,Sumatera Barat,Unggul,negeri,,
139,Universitas Muhammadiyah Makassar,91004,Unismuh Makassar,90221,(0411)866972,,pdpt091004@unismuh.ac.id,Jalan Sultan Alauddin No 259,Makassar,Sulawesi Selatan,Unggul,swasta,,
140,Universitas Islam Indragiri,171017,UNISI,29200,0768 324918,,info@unisi.ac.id,Jl. Ki Hajar Dewantara - Tembilahan,Indragiri Hilir,Riau,Baik,swasta,,
141,Universitas Siliwangi,1057,UNSIL,46115,0265330534/330634,,info@unsil.ac.id,Jl. Siliwangi No.24 Tasikmalaya,Tasikmalaya,Jawa Barat,Baik Sekali,negeri,,
142,Universitas Nusantara Manado,161007,UNM,95111,4318802102,,info@nusantara.ac.id,Jalan Piere Tendean Marina Plaza No A-3334,Malinau,Kalimantan Utara,Baik,swasta,,
143,Universitas Wahid Hasyim,61027,Unwahas,50236,248505680,,wahidhasyim@unwahas.ac.id,Jl. Menoreh Tengah X/22 Sampangan,Semarang,Jawa Tengah,Baik Sekali,swasta,,
144,Universitas Yos Soedarso,71013,UNIYOS,60252,(031) 5689805,,admin@uniyos.ac.id,Jl Dukuh Kupang Barat I216,Surabaya,Jawa Timur,Baik,swasta,,
145,Universitas Mohammad Natsir Bukittinggi,101026,UMNatsir,26128,81372928443,,office@umnyarsi.ac.id,Biaro Agam,Bukittinggi,Sumatera Barat,Baik Sekali,swasta,,
146,Universitas Antakusuma,111017,Untama,74112,53227852,,rektorat_untama@yahoo.co.id,Jl. Iskandar No. 63 Pangkalan Bun,Kotawaringin Barat,Kalimantan Tengah,Baik,swasta,,
147,Universitas Primagraha,41079,UPG,42111,0254 216217,,surat@primagraha.ac.id,"Jl. Raya Trip Jamak Sari, Sumurpecung, Kec. Serang, Kota Serang, Banten 42111",Serang,Banten,Baik,swasta,,
148,Universitas Islam Negeri Maulana Malik Ibrahim,201003,UIN Maliki,65144,+62341 551354,,info@uin-malang.ac.id,Jalan Gajayana No 50,Malang,Jawa Timur,Unggul,swasta,,
149,Institut Kesehatan Sumatera Utara,12013,Inkes Sumut,20136,061 8360101,,inkessumutmedan@gmail.com,Jl. Letjen Jamin Ginting Lingkungan I kelurahan Lau Cih,Medan,Sumatera Utara,Baik,swasta,,
150,Universitas Serang Raya,41049,UNSERA,42111,0254 8235007,,info@unsera.ac.id,Jl. KH. Amin Jasuta No. 15 C Kaloran Brimob Serang,Serang,Banten,Baik Sekali,swasta,,
151,Universitas Islam Sumatera Utara,11001,UISU,20143,617869790,,infokom@uisu.ac.id,"Jl. Karya Bakti No. 34 P. Masyhur Medan Johor  
Jl. SM. Raja Teladan Barat Medan",Medan,Sumatera Utara,Baik Sekali,swasta,,
152,Universitas Pembangunan Nasional Veteran Jakarta,1061,UPNVJ,1245,217656971,,upnvj@upnvj.ac.id,"Jl. RS Fatmawati, Cilandak",Depok,Jawa Barat,Baik Sekali,negeri,,
153,Universitas Mahasaraswati Denpasar,81003,Unmas Denpasar,80231,361227019,,info@unmas.ac.id,Jalan Kamboja No 11 A Kreneng Denpasar - Bali,Denpasar,Bali,Unggul,swasta,,
154,Universitas Muhammadiyah Ponorogo,71044,UMPO,63471,352481124,,akademik@umpo.ac.id,Jalan Budi Utomo 10 Ponorogo,Ponorogo,Jawa Timur,Baik Sekali,swasta,,
155,Universitas Kuningan,41038,UNIKU,45513,232874824,,rektorat@uniku.ac.id,Jalan Cut Nyak Dhien 36-A,Kuningan,Jawa Barat,Baik Sekali,swasta,,
156,Universitas Muhammadiyah Yogyakarta,51007,UMY,55183,274387656,,rektorat@umy.ac.id,Jl Lingkar Barat Tamantirto Kasihan Bantul Yogyakarta,Bantul,Daerah Istimewa Yogyakarta,Unggul,swasta,1203.0,16.0
157,Universitas 17 Agustus 1945 Samarinda,111001,,75124,541743390,,info@untag-smd.ac.id,Jalan Ir H Juanda No 80,Samarinda,Kalimantan Timur,Baik Sekali,swasta,,
158,Universitas Sarjanawiyata Tamansiswa,51002,UST,55167,274375637,,humas@ustjogja.ac.id,"Jl. Batikan, UH-III/1043, Kel. Tahunan, Kec. Umbulharjo",Yogyakarta,Daerah Istimewa Yogyakarta,Baik Sekali,swasta,,
159,Institut Teknologi Bandung,2001,ITB,40116,62222500935,,pddikti@itb.ac.id,"Kantor:
Jl. Tamansari 64 Bandung 40116,

Kampus:
Jl. Ganesha 10 Bandung 4013",Bandung,Jawa Barat,Unggul,negeri,281.0,3.0
160,Universitas Pembangunan Nasional Veteran Jawa Timur,1059,UPN Veteran Jatim,60294,318706369,,admik@upnjatim.ac.id,Jl Raya Rungkut Madya Gunung Anyar Surabaya,Surabaya,Jawa Timur,Unggul,negeri,,
161,Universitas Ngurah Rai,81002,UNR,80238,361462617,,info@unr.ac.id,"JL. PADMA, KAMPUS UNIVERSITAS NGURAH RAI - PENATIH",Denpasar,Bali,Baik Sekali,swasta,,
162,Universitas Pancasila,31013,UP,12640,217270086,,info@univpancasila.ac.id,Jalan Srengseng Sawah Jagakarsa,Depok,Jawa Barat,Unggul,swasta,,
163,Universitas 45 Mataram,81013,UPATMA,83120,370631652,,Info@upatma.ac.id,Jalan Veteran No 10,Mataram,Nusa Tenggara Barat,Baik,swasta,,
164,Universitas Gunung Rinjani,81015,UGR,83600,376631621,,info@ugr.ac.id,Jl Raya Mataram lombok Km 50,Lombok Timur,Nusa Tenggara Barat,Baik,swasta,,
165,Universitas Islam Batik,61015,UNIBA,57147,271714751,,info@uniba.ac.id,Jl H Agus Salim No 10 Surakarta,Surakarta,Jawa Tengah,Baik Sekali,swasta,,
166,Universitas Indonesia,1002,UI,10430,217270020,,humas-ui@ui.ac.id,Jalan Salemba Raya 4,Depok,Jawa Barat,Unggul,negeri,237.0,1.0
167,Universitas Jambi,1020,UNJA,36361,741583377,,humas@unja.ac.id,Jl. Raya Jambi Muara Bulian Km 15,Muaro Jambi,Jambi,Baik Sekali,negeri,,
168,Universitas Nasional,31012,UNAS,12520,217806700,,info@unas.ac.id,Jl Sawo Manila Pejaten Pasar Minggu,Administrasi Jakarta Selatan,DKI Jakarta,Unggul,swasta,,
169,Institut Teknologi Telkom Purwokerto,62003,ITTP,53147,(0281)641629,,info@ittelkom-pwt.ac.id,Jl. D.I. Panjaitan No. 128,Banyumas,Jawa Tengah,Baik Sekali,swasta,,
170,Universitas Persatuan Guru 1945 NTT,151013,UPG 1945 NTT,85111,0380  8553634,,upg1945ntt@gmail.com,"Jl. P.A. Manafe, Belakang Polresta Kota Kupang No 7 Kel. Kayu Putih",Kepulauan Talaud,Sulawesi Utara,Baik,swasta,,
171,Institut Teknologi Nasional Bandung,42002,ITENAS,40124,227272215,,humas@itenas.ac.id,Jalan PHH Mustapha No 23,Bandung,Jawa Barat,Unggul,swasta,,
172,Universitas Telkom,41057,Tel-U,40257,62227566456,,info@telkomuniversity.ac.id,"Jl. Telekomunikasi Terusan Buah Batu
Bandung-40257, Jawa Barat, Indonesia",Bandung,Jawa Barat,Unggul,swasta,1003.0,11.0
173,Universitas Muhammadiyah Sinjai,91064,UMSi,92611,48222954,,ums.sinjai@gmail.com,RT/RW 001/001 Jl. Teuku Umar No.8 Kelurahan Biringngere Kec. Sinjai Utara,Landak,Kalimantan Barat,Baik Sekali,swasta,,
174,Universitas Medan Area,11008,UMA,20223,617366878,,univ_medanarea@uma.ac.id,"1. Jalan Kolam No. 1 Medan Estate - Medan (Kampus Utama / I)
2. Jalan Setia Budi",Medan,Sumatera Utara,Baik Sekali,swasta,,
175,Universitas Musi Rawas,21025,UNMURA,31611,733451646,,unmura@gmail.com,"Jalan Pembangunan Komplek Pemkab Musi Rawas, Kel. Air Kuti",Lubuk Linggau,Sumatera Selatan,Baik,swasta,,
176,Universitas Muhammadiyah Palu,161003,Unismuh Palu,94118,0451 425627,,contact@unismuhpalu.ac.id,Jalan Hang Tuah No 29,Donggala,Sulawesi Tengah,Baik Sekali,swasta,,
177,Universitas Cokroaminoto Makassar,91019,UCM,90245,411582358,,universitascokroaminotomakassar@ucm-si.ac.id,Jl Perintis Kemerdekaan KM 11,Makassar,Sulawesi Selatan,Baik,swasta,,
178,Universitas Sahid Surakarta,61033,Usahid Surakarta,57144,271743493,,rektorat@usahidsolo.ac.id,Jalan Adi Sucipto 154 Jajar,Surakarta,Jawa Tengah,Baik,swasta,,
179,Universitas Widya Kartika,71017,Uwika,60113,(+6231) 592 2403,,info@widyakartika.ac.id,"Jl Sutorejo Prima Utara II/1, Surabaya",Surabaya,Jawa Timur,Baik,swasta,,
180,Universitas Kristen Maranatha,41007,UKM,40164,222012186,,admission@maranatha.edu,Jl Prof Drg Suria Sumantri 65,Bandung,Jawa Barat,Unggul,swasta,,
181,Institut Agama Islam Riyadlotul Mujahidin Ngabar (IAIRM) Ponorogo,212010,IAIRM NGABAR,63471,(0352) 3140309,,iairm_ngabar@yahoo.com,Jl. Sunan Kalijaga Desa Ngabar Kecamatan Siman Kabupaten Ponorogo,Ponorogo,Jawa Timur,Baik,swasta,,
182,Universitas Katolik Indonesia Atma Jaya,31007,UAJ,12930,215734354,,rek@atmajaya.ac.id,Jalan Jenderal Sudirman 51,Administrasi Jakarta Selatan,DKI Jakarta,Unggul,swasta,1201.0,14.0
183,Universitas Islam Al-azhar,81012,UNIZAR,83233,(0370) 6175565,,admin@unizar.ac.id,JALAN UNIZAR NO.20 TURIDE SANDUBAYA MATARAM NUSA TENGGARA BARAT,Mataram,Nusa Tenggara Barat,Baik,swasta,,
184,Universitas Global Jakarta,41082,JGU,16412,218461155,,enquiry@jgu.ac.id,Jl. Boulevard Grand Depok City Tirta Jaya Kec. Sukma jaya,Depok,Jawa Barat,Baik,swasta,,
185,Universitas Merdeka Pasuruan,71031,unmerpas,67129,343413619,,unmerpas@gmail.com,Jalan Ir H Juanda No 68,Pasuruan,Jawa Timur,Baik,swasta,,
186,Institut Agama Islam Al-Amanah Jeneponto,212099,IAI AL-Amanah Jepot,37211,82344000700,,iaialamanahjeneponto@gmail.com,"Karisa Jalan ke Pannara Kelurahan Empong Selatan, Kecamatan Binamu, Kabupaten Jeneponto, Provinsi Sulaweei Selatan",Jeneponto,Sulawesi Selatan,Baik,swasta,,
187,Universitas Bojonegoro,71046,UNIVERSITAS BOJONEGO,62119,"353,881,984,885,444",,rektorat@unigoro.ac.id,Jl Lettu Sujitno No 2 Ds. Kalirejo,Bojonegoro,Jawa Timur,Baik,swasta,,
188,Universitas Nahdlatul Ulama Nusa Tenggara Barat,81032,,83125,0370 630021,,unu.ntb@gmail.com,Jl. Pendidikan No. 06 Mataram,Mataram,Nusa Tenggara Barat,Baik,swasta,,
189,Institut Sains Dan Teknologi Td Pardede,12004,ISTP,20153,614569877,,iistp@yahoo.com,Jalan Dr T D Pardede No 8 Medan,Medan,Sumatera Utara,Baik,swasta,,
190,Universitas Darma Persada,31023,UNSADA,13450,"0218649051,56,57",,humas@unsada.ac.id,"Jalan Taman Malaka Selatan, Kel. Pondok Kelapa, Kec. Duren Sawit, Kota Jakarta Timur Provinsi DKI Jakarta",Pangandaran,Jawa Barat,Baik Sekali,swasta,,
191,Universitas Dipa Makassar,91070,UNDIPA,90245,411587194,,dipanegara@dipanegara.ac.id,"Jalan Perintis Kemerdekaan KM. 9, Kota Makassar",Makassar,Sulawesi Selatan,Baik Sekali,swasta,,
192,Universitas Agung Podomoro,31057,Podomoro University,11470,6.22E+11,,rektorat@podomorouniversity.ac.id,"APL Tower lantai 5, Jl. S. Parman Kav. 28, Jakarta Barat",Administrasi Jakarta Barat,DKI Jakarta,Baik Sekali,swasta,,
193,Institut Seni Indonesia Padang Panjang,2009,ISI Padangpanjang,27115,75282077,,isi@isi-padangpanjang.ac.id,Jln. Bundo Kanduang No 35 Padangpanjang Sumatera Barat,Padang Panjang,Sumatera Barat,Baik Sekali,negeri,,
194,Universitas Iqra Buru,121007,UNIQBU,97571,91321909,,humas@uniqbu.ac.id,"Jl. Prof. Dr. ABDURRACHMAN BASSALAMA, M.Si",Buru,Maluku,Baik,swasta,,
195,Universitas Fajar,91045,,90231,4.11E+14,,info@unifa.ac.id,Jl Racing Centre No 101,Makassar,Sulawesi Selatan,Baik Sekali,swasta,,
196,Institut Pertanian Bogor,2003,IPB,16680,2518622642,,ict@apps.ipb.ac.id,"Jl. Raya Darmaga Kampus IPB Darmaga Bogor 16680
Jawa Barat, Indonesia",Bogor,Jawa Barat,Unggul,negeri,489.0,5.0
197,Universitas Tulungagung,71041,UNITA,66230,"355,322,145,320,396",,"humas@unita.ac.id , humas.unita@gmail.com","Jl Ki Mangunsarkoro, Beji, Boyolangu",Tulungagung,Jawa Timur,Baik Sekali,swasta,,
198,Universitas Bunda Mulia,31048,UBM,14430,216209090,,info@ubm.ac.id,Jalan Lodan Raya No 2,Administrasi Jakarta Barat,DKI Jakarta,Unggul,swasta,,
199,Universitas Matana,31060,,15810,21.29232999,,info@matanauniversity.ac.id,"Paramount Skyline Complex, Tower D, Jl. CBD Barat Lot #1, Gading Serpong, Tanger",Tangerang,Banten,Baik,swasta,,
200,Universitas Satya Negara Indonesia,31025,USNI,12240,217398393,,humas@usni.ac.id,Jl Arteri Pondok Indah No 11 Kebayoran Lama,Administrasi Jakarta Selatan,DKI Jakarta,Baik Sekali,swasta,,
201,Universitas Pekalongan,61011,UNIKAL,51115,285421096,,unikal.ac.id@gmail.com,Jalan Sriwijaya No 3,Pekalongan,Jawa Tengah,Baik Sekali,swasta,,
202,Universitas Islam Darussalam,211016,UID,46271,(0265) 774376,,rektorat@uidc.ac.id,"Jl. KH. Ahmad Fadlil No. 08, RT 06 RW 13, Desa Dewasari, Kecamatan Cijeungjing",Ciamis,Jawa Barat,Baik Sekali,swasta,,
203,Universitas Kanjuruhan,71050,UNIKAMA,65148,341801488,,email@unikama.ac.id,Jl. S. Supriyadi No. 48  Kel. Bandungrejosari Kec. Sukun,Malang,Jawa Timur,Baik Sekali,swasta,,
204,Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda,201022,UINSI SAMARINDA,75251,0541 7270222,,uinsisamarinda@uinsi.ac.id,"Jl . H. A. M. Rifaddin, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur",Samarinda,Kalimantan Timur,Baik Sekali,swasta,,
205,Universitas Iskandar Muda,131002,UNIDA,23234,0651 42098,,info@unida-aceh.ac.id,"Jalan Kampus Unida, No 15, Surien,  Meuraxa",Banda Aceh,Aceh,Baik,swasta,,
206,Universitas Wanita Internasional,41047,IWU,40112,022  6017849,,rektorat@iwu.ac.id,JL. AHMAD YANI NO. 18-20 BANDUNG,Bandung,Jawa Barat,Baik Sekali,swasta,,
207,Universitas Dehasen Bengkulu,21023,UNIVED,38227,73622027,,info@unived.ac.id,Jalan Meranti Raya No 32,Bengkulu,Bengkulu,Baik Sekali,swasta,,
208,Institut Agama Islam Negeri Lhokseumawe,202037,IAINMAL,24351,82118444436,,info@iainlhokseumawe.ac.id,"Jalan Medan-Banda Aceh Km. 275 No. 1 Buket Rata, Alue Awe, Muara Dua",Lhokseumawe,Aceh,Baik Sekali,swasta,,
209,"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara",212018,IAIDU ASAHAN KISARAN,21214,62342468,,iaiduasahan@iaidu-asahan.ac.id,Jl. Mahoni Sibogat Kelurahan Kisaran Baru Kecamatan Kisaran Barat Kab. Asahan,Asahan,Sumatera Utara,Baik,swasta,,
210,Universitas Pembangunan Panca Budi,11004,UNPAB,20122,061 8455571,,unpab@pancabudi.ac.id,"Jl. Jend. Gatot Subroto Km 4,5 Sie Sikambing Medan 20122",Medan,Sumatera Utara,Baik Sekali,swasta,,
211,Universitas Ibn Khaldun Bogor,41001,UIKA,16162,2518356884,,mail@uika-bogor.ac.id,Jl KH Sholeh Iskandar KM 2 Kedung Badak Bogor,Bogor,Jawa Barat,Baik Sekali,swasta,,
212,Universitas Mayjen Sungkono,71022,UNIMAS,61321,321323143,,unimasmjk@gmail.com,Jalan Irian Jaya No 4,Mojokerto,Jawa Timur,Baik,swasta,,
213,Institut Agama Islam Sumbar,212079,IAI SUMBAR,25523,81271147096,,iaisumbar3@gmail.com,Jl. Kolonel Anas Malik By Pass Pariaman Provinsi Sumatera Barat,Indragiri Hulu,Riau,Baik,swasta,,
214,Universitas Katolik Darma Cendika,71019,UKDC,60117,315946482,,info@ukdc.ac.id,Jl. DR. Ir. H. Soekarno No. 201 Surabaya 60117,Surabaya,Jawa Timur,Baik Sekali,swasta,,
215,Universitas Respati Indonesia,31027,URINDO,13890,(021)8454731,,info@urindo.ac.id,"Jl Bambu Apus I No 3, Cipayung, Jakarta Timur",Administrasi Jakarta Timur,DKI Jakarta,Baik Sekali,swasta,,
216,Universitas Borneo Tarakan,1050,UBT,77123,8115307023,,ubt@borneo.ac.id,Jl. Amal Lama No.01 Tarakan,Tarakan,Kalimantan Utara,Baik Sekali,negeri,,
217,Universitas Islam Malang,71027,UNISMA,65144,(0341) 551932,,humas@unisma.ac.id,Jalan Mayjen Haryono No 193,Malang,Jawa Timur,Unggul,swasta,,
218,Universitas Trisakti,31016,,11440,215663232,,universitas@trisakti.ac.id,Jalan Kyai Tapa No 1 Grogol,Administrasi Jakarta Barat,DKI Jakarta,Unggul,swasta,,
219,Universitas Tunas Pembangunan Surakarta (UTP),61010,UTP Surakarta,57139,271726278,,humas@utp.ac.id,Jalan Balekambang Lor No 1 Manahan Banjarsari,Surakarta,Jawa Tengah,Baik Sekali,swasta,,
220,Universitas HKBP Nommensen Pematangsiantar,11050,UHKBPNP,21132,6227251800,,info@uhnp.ac.id,Jl. Sangnaualuh no 4. Pematangsiantar Kel. Siopat Suhu,Pematangsiantar,Sumatera Utara,Baik Sekali,swasta,,
221,Universitas Tanri Abeng,31054,TAU,12250,+62 21 5890 8888,,academic@tau.ac.id,Jl. Swadarma Raya No. 58  Ulujami-Pesanggarahan Jakarta Selatan Indonesia,Bintan,Kepulauan Riau,Baik Sekali,swasta,,
222,Universitas Darma Agung,11007,UDA,20153,"(061)4535432,4535432",,darmaagung.uda21@darmaagung.ac.id,Jalan Dr Td Pardede No 21,Medan,Sumatera Utara,Baik,swasta,,
223,Institut Agama Islam Negeri Metro,202033,IAIN Metro,34111,72547296,,iainmetro@metrouniv.ac.id,Jalan Ki hajar Dewantara Iringmulyo Metro Timur Kota Metro,Metro,Lampung,Baik Sekali,swasta,,
224,Universitas Pramita Indonesia,41039,UNPRI,15810,021 5980579,,baak.unpri@gmail.com,Jalan Kampus Pramita Binong,Cianjur,Jawa Barat,Baik,swasta,,
225,Universitas Islam Makassar,91028,UIM,90245,411588167,,uimmakassar@uim-makassar.ac.id,Jl Perintis Kemerdekaan No 29,Makassar,Sulawesi Selatan,Baik Sekali,swasta,,
226,Universitas Kristen Petra,71002,UK Petra,60236,"(031)8349040,8494830",,info@petra.ac.id,Jl Siwalankerto 121-131,Surabaya,Jawa Timur,Unggul,swasta,1404.0,23.0
227,Universitas Victory Sorong,141007,UNVIC SORONG,98416,951329506,,univictorywarek3@gmail.com,"Jalan Basuki Rahmat Km 11,5 Kelurahan Klasaman",Sorong,Papua Barat Daya,Baik,swasta,,
228,Universitas Lumajang,71055,UNILU,67352,334882769,,unilu.universitaslumajang@gmail.com,Jalan Musi 12,Lumajang,Jawa Timur,Baik,swasta,,
229,Universitas Riau Kepulauan,171014,UNRIKA,29422,778392752,,info@unrika.ac.id,"Jalan Batu Aji Baru No. 99 Batu Aji Kota Batam, Provinsi Kepulauan Riau",Batam,Kepulauan Riau,Baik Sekali,swasta,,
230,Institut Keislaman Abdullah Faqih Manyar Gresik,212015,INKAFA,61151,313959297,,inkafa@inkafa.ac.id,PONDOK PESANTREN MAMBAUS SHOLIHIN JL. KH SYAFI'I NO 07 SUCI MANYAR GRESIK,Gresik,Jawa Timur,Baik Sekali,swasta,,
231,Universitas Gorontalo,161013,UG,96211,435881369,,universitas_gorontalo@yahoo.com,Jl Jenderal Sudirman No 247,Buol,Sulawesi Tengah,Baik Sekali,swasta,,
232,Universitas PGRI Adi Buana Surabaya,71049,UNIPA Surabaya,60245,5041097,,admin@unipasby.ac.id,Jl. Dukuh Menanggal XII No. 4 Surabaya,Surabaya,Jawa Timur,Baik Sekali,swasta,,
233,Institut Agama Islam Darussalam (IAID) Ciamis Jawa Barat,212005,IAID,46271,0265 774376,,rektorat@iaid.ac.id,Jl. KH. Ahmad Fadlil I Darussalam Kotak Pos No. 02 Ciamis,Ciamis,Jawa Barat,Baik Sekali,swasta,,
234,Universitas Budi Luhur,31045,UBL,12260,215853753,,rektor@budiluhur.ac.id,Jalan Ciledug Raya Petukangan Utara,Tangerang,Banten,Baik Sekali,swasta,,
235,Institut Komunikasi Dan Bisnis LSPR,32025,IKB LSPR,10250,021 57943751,,ikblspr@lspr.edu,"Sudirman Park Campus, Jl. Jend. Sudirman No.Kav. 32, RT.12/RW.11, Karet Tengsin, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Administrasi Jakarta Pusat,DKI Jakarta,Baik Sekali,swasta,,
236,Universitas Respati Yogyakarta,51020,UNRIYO,55555,0274 488781,,unriyo@respati.ac.id,"Jl Laksda Adisutjipto KM 6,5 Sleman",Sleman,Daerah Istimewa Yogyakarta,Baik Sekali,swasta,,
237,Universitas Nahdlatul Ulama Lampung,21026,UNU LAMPUNG,34192,7257660179,,akademik@unulampung.ac.id,"Jln. Lintas Pantai Timur, Purbolinggo lampung timur",Lampung Timur,Lampung,Baik,swasta,,
238,Universitas Islam Labuhan Batu,11028,UNISLA,21414,62424629,,unisla.adm@gmail.com,"Jl. H. M. Yunus No. 09 Kel. Padang Bulan, Rantauprapat",Labuhanbatu,Sumatera Utara,Baik,swasta,,
239,Universitas 17 Agustus 1945 Banyuwangi,71035,UNTAG BANYUWANGI,68416,333411248,,untagbwi@untag-banyuwangi.ac.id,Jalan Adi Sucipto No 26,Banyuwangi,Jawa Timur,Baik Sekali,swasta,,
240,Universitas Widya Mataram,51008,UWM,55132,274374352,,info@widyamataram.ac.id,Ndalem Mangkubumen KT III/237 Yogyakarta,Yogyakarta,Daerah Istimewa Yogyakarta,Baik Sekali,swasta,,
241,Institut Agama Islam Hamzanwadi Pancor Lombok Timur,212006,IAIH Pancor,83611,"(0376) 22566, 299108",,iaih.pancor@gmail.com,Jalan TGKH. M. Zainuddin Abdul Majid No. 134 Pancor-Selong,Lombok Timur,Nusa Tenggara Barat,Baik,swasta,,
242,Universitas Al Asyariah Mandar,91037,UNASMAN,91315,42821038,,info@unasman.ac.id,"Jalan Budi Utomo No 2, Manding",Polewali Mandar,Sulawesi Barat,Baik Sekali,swasta,,
243,Universitas Pancasakti Tegal,61013,UPS Tegal,52122,283351082,,info@upstegal.ac.id,Jl. Halmahera KM. 1 Kota Tegal,Tegal,Jawa Tengah,Unggul,swasta,,
244,Universitas Amir Hamzah,11010,UNHAM,20371,061 6614160,,unham@unhamzah.ac.id,Jalan Pancing Pasar V Barat Medan Estate,Deli Serdang,Sumatera Utara,Baik,swasta,,
245,Universitas Muhammadiyah Mataram,81010,Ummat,83127,370633723,,ramli.abdul.ghani@gmail.com,Jalan KH Ahmad Dahlan No 1 Pagesangan,Mataram,Nusa Tenggara Barat,Baik Sekali,swasta,,
246,Universitas Darussalam Gontor,71085,UNIDA GONTOR,63471,0352 483762,,rektorat@unida.gontor.ac.id,"Jl. Raya Siman Km. 5, Siman, Ponorogo, Jawa Timur",Ponorogo,Jawa Timur,Unggul,swasta,,
247,Universitas Tarumanagara,31015,UNTAR,11440,215671747,,humas@untar.ac.id,"Jalan S Parman No 1, Grogol",Administrasi Jakarta Barat,DKI Jakarta,Unggul,swasta,,
248,Universitas Muhammadiyah Palembang,21001,UM PALEMBANG,30263,711513022,,humas@um-palembang.ac.id,Jalan Jenderal Ahmad Yani 13 ULU PLAJU PALEMBANG,Palembang,Sumatera Selatan,Baik Sekali,swasta,,
249,Universitas Muhammadiyah Mahakarya Aceh,131014,UMMAH,24252,(0644)7042602,,info@ummah.ac.id,Jl. Gayo Simpang IV Bireuen No. 2,Bireuen,Aceh,Baik,swasta,,
250,Universitas Gunung Kidul,51017,UGK,55813,274391342,,univ_gunungkidul@yahoo.co.id ; univ_gunungkidul@ugk.ac.id,"Jalan KH Agus Salim No 170 Wonosari, Gunungkidul, D.I. Yogyakarta",Gunungkidul,Daerah Istimewa Yogyakarta,Baik,swasta,,
251,Universitas Kristen Wira Wacana Sumba,151012,Unkriswina Sumba,87113,"(0387)62392, 62393",,www.unkriswina.ac.id,Jalan R Suprapto No 35,Sumba Timur,Nusa Tenggara Timur,Baik,swasta,,
252,Institut Agama Islam Ngawi Jawa Timur,212061,IAI Ngawi,63215,0351 4477727,,admin@iaingawi.ac.id,Jalan Ir. Soekarno (Ringroad Barat) Nomor 99 Ngawi,Ngawi,Jawa Timur,Baik,swasta,,
253,Universitas Flores,151002,UNIFLOR,86316,"(0381)23874, 22536",,universitasflores@uniflor.ac.id,"Jalan Sam Ratulangi 
Kelurahan Paupire",Ende,Nusa Tenggara Timur,Baik Sekali,swasta,,
